                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3555,                 6.9461,                 2.7494,                0.19206,                0.30741,                0.25061,                0.16934,                 1.9415,                 6.4259,                 2.3999,               0.070182,              0.0033131,              0.0033131
