                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    177,                 2.6174,                 2.8224,                 2.0808,                 0.8257,                   0.25,                0.37653,                 0.2095,                 3.9098,                 3.7024,                 2.5034,               0.001288,               0.001288,               0.001288
                    178,                 2.5159,                 2.7621,                 2.0034,                 0.8257,                   0.25,                0.37653,                 0.2095,                 3.9098,                 3.7024,                 2.5034,              0.0012385,              0.0012385,              0.0012385
                    179,                 2.8654,                 2.9305,                 2.0872,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,               0.001189,               0.001189,               0.001189
                    180,                 2.8408,                 2.8556,                 2.1165,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,              0.0011395,              0.0011395,              0.0011395
                    181,                 2.6886,                 3.0047,                 2.1965,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,                0.00109,                0.00109,                0.00109
                    182,                 2.6212,                 2.9254,                 2.0869,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,              0.0010405,              0.0010405,              0.0010405
                    183,                 2.6232,                 3.0205,                 2.0985,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,               0.000991,               0.000991,               0.000991
                    184,                 2.6366,                 3.0804,                 2.1556,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,              0.0009415,              0.0009415,              0.0009415
                    185,                 2.5274,                 2.6734,                  2.052,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,               0.000892,               0.000892,               0.000892
                    186,                 2.7382,                 3.0491,                 2.1659,                0.24406,                0.39286,                0.35505,                0.22021,                 3.8699,                 3.6839,                 2.4757,              0.0008425,              0.0008425,              0.0008425
                    187,                 2.5255,                 2.8469,                 2.0928,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,               0.000793,               0.000793,               0.000793
                    188,                 2.7122,                 2.9372,                 2.1028,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,              0.0007435,              0.0007435,              0.0007435
                    189,                 2.5338,                 2.8783,                  2.052,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,               0.000694,               0.000694,               0.000694
                    190,                 2.4969,                 3.0105,                 2.0556,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,              0.0006445,              0.0006445,              0.0006445
                    191,                 2.6611,                 3.4856,                 2.0045,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,               0.000595,               0.000595,               0.000595
                    192,                 2.6959,                 3.3962,                 2.0401,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,              0.0005455,              0.0005455,              0.0005455
                    193,                 2.7303,                 3.7108,                 1.9627,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,               0.000496,               0.000496,               0.000496
                    194,                 2.6672,                 3.4232,                  1.979,                0.31596,                0.50087,                0.37925,                0.21338,                 3.8632,                 3.6732,                 2.4761,              0.0004465,              0.0004465,              0.0004465
                    195,                 2.4226,                 3.1453,                 2.0346,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,               0.000397,               0.000397,               0.000397
                    196,                 2.3865,                 3.0449,                 1.9927,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,              0.0003475,              0.0003475,              0.0003475
                    197,                 2.5078,                 3.2752,                  1.949,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,               0.000298,               0.000298,               0.000298
                    198,                 2.6928,                 3.6043,                  2.082,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,              0.0002485,              0.0002485,              0.0002485
                    199,                 2.6815,                 3.2614,                 2.0889,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,               0.000199,               0.000199,               0.000199
                    200,                 2.6324,                 3.3521,                 1.9978,                0.29319,                0.46429,                0.36329,                0.20619,                 3.8329,                  3.598,                 2.4591,              0.0001495,              0.0001495,              0.0001495
